symbol,putCall,description,exchangeName,bid,ask,last,mark,bidSize,askSize,bidAskSize,lastSize,highPrice,lowPrice,openPrice,closePrice,totalVolume,tradeDate,tradeTimeInLong,quoteTimeInLong,netChange,volatility,delta,gamma,theta,vega,rho,openInterest,timeValue,theoreticalOptionValue,theoreticalVolatility,optionDeliverablesList,strikePrice,expirationDate,daysToExpiration,expirationType,lastTradingDay,multiplier,settlementType,deliverableNote,isIndexOption,percentChange,markChange,markPercentChange,inTheMoney,mini,nonStandard
SPY_091820C322,CALL,SPY Sep 18 2020 322 Call,OPR,9.9,9.95,9.8,9.93,50,15,50X15,0,10.95,9.77,0.0,11.06,544,,1595966533623,1595967299932,-1.26,21.688,0.496,0.015,-0.093,0.487,0.206,35496,9.8,9.925,29.0,,322.0,1600459200000,52,R,1600473600000,100.0, ,,,-11.39,-1.13,-10.26,False,False,False
SPY_091820C323,CALL,SPY Sep 18 2020 323 Call,OPR,9.28,9.34,9.4,9.31,83,100,83X100,0,10.3,9.23,0.0,10.42,1722,,1595967240058,1595967299889,-1.02,21.363,0.48,0.015,-0.091,0.487,0.2,14535,9.4,9.31,29.0,,323.0,1600459200000,52,R,1600473600000,100.0, ,,,-9.79,-1.11,-10.65,False,False,False
SPY_091820C324,CALL,SPY Sep 18 2020 324 Call,OPR,8.7,8.74,8.71,8.72,50,15,50X15,0,9.69,8.59,0.0,9.8,1191,,1595966480455,1595967299836,-1.09,21.057,0.464,0.016,-0.09,0.485,0.195,9585,8.71,8.72,29.0,,324.0,1600459200000,52,R,1600473600000,100.0, ,,,-11.08,-1.08,-10.97,False,False,False
SPY_091820C325,CALL,SPY Sep 18 2020 325 Call,OPR,8.12,8.17,8.06,8.15,50,298,50X298,0,9.07,8.06,0.0,9.18,16822,,1595966695049,1595967299958,-1.12,20.748,0.448,0.016,-0.088,0.483,0.189,56994,8.06,8.145,29.0,,325.0,1600459200000,52,R,1600473600000,100.0, ,,,-12.15,-1.03,-11.23,False,False,False
SPY_091820C326,CALL,SPY Sep 18 2020 326 Call,OPR,7.56,7.61,7.59,7.59,60,308,60X308,0,8.44,7.51,0.0,8.6,1249,,1595966428426,1595967299958,-1.0,20.436,0.431,0.016,-0.086,0.48,0.182,10158,7.59,7.585,29.0,,326.0,1600459200000,52,R,1600473600000,100.0, ,,,-11.69,-1.01,-11.75,False,False,False
SPY_093020C317,CALL,SPY Sep 30 2020 317 Call (Quarterly),OPR,14.19,14.25,14.52,14.22,40,50,40X50,0,15.35,14.44,0.0,15.49,15,,1595964993605,1595967299775,-0.97,23.114,0.564,0.013,-0.087,0.532,0.275,2834,10.35,14.22,29.0,,317.0,1601496000000,64,Q,1601510400000,100.0, ,,,-6.25,-1.27,-8.19,True,False,False
SPY_093020C318,CALL,SPY Sep 30 2020 318 Call (Quarterly),OPR,13.51,13.57,13.54,13.54,40,50,40X50,0,13.54,13.54,0.0,14.78,1,,1595967073124,1595967299833,-1.24,22.816,0.552,0.013,-0.086,0.535,0.271,1888,10.37,13.54,29.0,,318.0,1601496000000,64,Q,1601510400000,100.0, ,,,-8.41,-1.24,-8.41,True,False,False
SPY_093020C319,CALL,SPY Sep 30 2020 319 Call (Quarterly),OPR,12.84,12.91,13.96,12.88,94,89,94X89,0,0.0,0.0,0.0,14.09,0,,1595861403833,1595967299955,1.02,22.524,0.539,0.013,-0.086,0.537,0.266,2731,11.79,12.875,29.0,,319.0,1601496000000,64,Q,1601510400000,100.0, ,,,7.21,-1.22,-8.65,True,False,False
SPY_093020C320,CALL,SPY Sep 30 2020 320 Call (Quarterly),OPR,12.18,12.25,12.12,12.22,223,50,223X50,0,13.17,12.1,0.0,13.41,75,,1595966288530,1595967299932,-1.29,22.218,0.525,0.013,-0.085,0.538,0.261,13897,10.95,12.215,29.0,,320.0,1601496000000,64,Q,1601510400000,100.0, ,,,-9.62,-1.2,-8.92,True,False,False
SPY_093020C321,CALL,SPY Sep 30 2020 321 Call (Quarterly),OPR,11.54,11.61,11.55,11.58,205,50,205X50,0,12.6,11.5,0.0,12.75,118,,1595966034851,1595967299934,-1.2,21.926,0.512,0.014,-0.084,0.539,0.256,3128,11.38,11.575,29.0,,321.0,1601496000000,64,Q,1601510400000,100.0, ,,,-9.39,-1.17,-9.19,True,False,False
SPY_093020C322,CALL,SPY Sep 30 2020 322 Call (Quarterly),OPR,10.92,10.99,11.19,10.96,111,85,111X85,0,11.79,11.16,0.0,12.09,97,,1595965165496,1595967299702,-0.9,21.647,0.497,0.014,-0.083,0.539,0.25,3382,11.19,10.955,29.0,,322.0,1601496000000,64,Q,1601510400000,100.0, ,,,-7.46,-1.14,-9.4,False,False,False
SPY_093020C323,CALL,SPY Sep 30 2020 323 Call (Quarterly),OPR,10.31,10.38,10.49,10.35,101,112,101X112,0,11.31,10.49,0.0,11.45,23,,1595965350093,1595967299955,-0.96,21.361,0.483,0.014,-0.082,0.539,0.244,3154,10.49,10.345,29.0,,323.0,1601496000000,64,Q,1601510400000,100.0, ,,,-8.42,-1.11,-9.69,False,False,False
SPY_093020C324,CALL,SPY Sep 30 2020 324 Call (Quarterly),OPR,9.72,9.78,9.71,9.75,60,92,60X92,0,10.75,9.71,0.0,10.82,79,,1595966099899,1595967299856,-1.12,21.076,0.469,0.014,-0.081,0.538,0.238,3436,9.71,9.75,29.0,,324.0,1601496000000,64,Q,1601510400000,100.0, ,,,-10.3,-1.07,-9.93,False,False,False
SPY_093020C325,CALL,SPY Sep 30 2020 325 Call (Quarterly),OPR,9.14,9.19,9.11,9.16,60,79,60X79,0,9.99,9.11,0.0,10.22,532,,1595965974168,1595967299833,-1.11,20.783,0.454,0.014,-0.079,0.536,0.232,4922,9.11,9.165,29.0,,325.0,1601496000000,64,Q,1601510400000,100.0, ,,,-10.82,-1.05,-10.28,False,False,False
SPY_093020C326,CALL,SPY Sep 30 2020 326 Call (Quarterly),OPR,8.57,8.63,8.79,8.6,174,78,174X78,0,9.49,8.79,0.0,9.62,7,,1595965097403,1595967299964,-0.83,20.498,0.438,0.014,-0.078,0.533,0.225,2284,8.79,8.6,29.0,,326.0,1601496000000,64,Q,1601510400000,100.0, ,,,-8.63,-1.02,-10.6,False,False,False
SPY_101620C317,CALL,SPY Oct 16 2020 317 Call,OPR,15.91,15.98,16.42,15.95,50,81,50X81,0,16.47,16.42,0.0,17.17,42,,1595948740088,1595967299955,-0.75,23.813,0.559,0.011,-0.08,0.595,0.335,5691,12.25,15.945,29.0,,317.0,1602878400000,80,R,1602892800000,100.0, ,,,-4.36,-1.22,-7.13,True,False,False
SPY_101620C318,CALL,SPY Oct 16 2020 318 Call,OPR,15.24,15.31,15.5,15.28,50,82,50X82,0,15.98,15.5,0.0,16.47,11,,1595964847788,1595967299955,-0.97,23.546,0.548,0.011,-0.079,0.597,0.33,12321,12.33,15.275,29.0,,318.0,1602878400000,80,R,1602892800000,100.0, ,,,-5.89,-1.2,-7.26,True,False,False
SPY_101620C319,CALL,SPY Oct 16 2020 319 Call,OPR,14.58,14.66,15.16,14.62,50,99,50X99,0,15.16,15.12,0.0,15.79,53,,1595948025297,1595967299955,-0.63,23.286,0.536,0.011,-0.079,0.599,0.325,6243,12.99,14.62,29.0,,319.0,1602878400000,80,R,1602892800000,100.0, ,,,-4.0,-1.17,-7.42,True,False,False
SPY_101620C320,CALL,SPY Oct 16 2020 320 Call,OPR,13.94,14.01,13.9,13.98,50,82,50X82,0,14.92,13.83,0.0,15.12,404,,1595966642553,1595967299945,-1.22,23.026,0.525,0.012,-0.078,0.6,0.32,21956,12.73,13.975,29.0,,320.0,1602878400000,80,R,1602892800000,100.0, ,,,-8.09,-1.15,-7.59,True,False,False
SPY_101620C321,CALL,SPY Oct 16 2020 321 Call,OPR,13.31,13.38,13.25,13.35,50,155,50X155,0,13.97,13.25,0.0,14.46,76,,1595966525645,1595967299731,-1.21,22.772,0.513,0.012,-0.077,0.601,0.314,13978,13.08,13.345,29.0,,321.0,1602878400000,80,R,1602892800000,100.0, ,,,-8.37,-1.12,-7.71,True,False,False
SPY_101620C322,CALL,SPY Oct 16 2020 322 Call,OPR,12.68,12.75,12.7,12.72,50,77,50X77,0,13.71,12.7,0.0,13.81,192,,1595966511705,1595967299982,-1.11,22.499,0.501,0.012,-0.077,0.602,0.309,14175,12.7,12.715,29.0,,322.0,1602878400000,80,R,1602892800000,100.0, ,,,-8.05,-1.1,-7.94,False,False,False
SPY_101620C323,CALL,SPY Oct 16 2020 323 Call,OPR,12.08,12.14,12.07,12.11,50,78,50X78,0,13.09,12.0,0.0,13.18,884,,1595966457298,1595967299844,-1.11,22.249,0.488,0.012,-0.076,0.601,0.302,8867,12.07,12.11,29.0,,323.0,1602878400000,80,R,1602892800000,100.0, ,,,-8.42,-1.07,-8.12,False,False,False
SPY_101620C324,CALL,SPY Oct 16 2020 324 Call,OPR,11.48,11.54,11.5,11.51,60,78,60X78,0,12.45,11.49,0.0,12.56,885,,1595966041762,1595967299928,-1.05,21.986,0.476,0.012,-0.075,0.601,0.296,2983,11.5,11.51,29.0,,324.0,1602878400000,80,R,1602892800000,100.0, ,,,-8.4,-1.05,-8.32,False,False,False
SPY_101620C325,CALL,SPY Oct 16 2020 325 Call,OPR,10.89,10.96,10.92,10.93,60,142,60X142,0,11.84,10.81,0.0,11.94,789,,1595967148170,1595967299783,-1.02,21.728,0.463,0.012,-0.074,0.599,0.29,122367,10.92,10.925,29.0,,325.0,1602878400000,80,R,1602892800000,100.0, ,,,-8.58,-1.02,-8.54,False,False,False
SPY_101620C326,CALL,SPY Oct 16 2020 326 Call,OPR,10.32,10.39,10.99,10.36,60,213,60X213,0,11.24,10.75,0.0,11.35,562,,1595962911615,1595967299964,-0.36,21.474,0.45,0.012,-0.073,0.597,0.283,3309,10.99,10.355,29.0,,326.0,1602878400000,80,R,1602892800000,100.0, ,,,-3.17,-1.0,-8.77,False,False,False
SPY_112020C317,CALL,SPY Nov 20 2020 317 Call,OPR,19.97,20.05,20.45,20.01,6,64,6X64,0,20.45,20.45,0.0,21.15,1,,1595948745788,1595967299854,-0.7,25.975,0.553,0.009,-0.072,0.712,0.459,780,16.28,20.01,29.0,,317.0,1605906000000,115,R,1605920400000,100.0, ,,,-3.29,-1.14,-5.37,True,False,False
SPY_112020C318,CALL,SPY Nov 20 2020 318 Call,OPR,19.31,19.4,19.5,19.35,6,64,6X64,0,0.0,0.0,0.0,20.48,0,,1595618482116,1595967299854,0.25,25.748,0.544,0.009,-0.072,0.714,0.454,265,16.33,19.355,29.0,,318.0,1605906000000,115,R,1605920400000,100.0, ,,,1.23,-1.13,-5.51,True,False,False
SPY_112020C319,CALL,SPY Nov 20 2020 319 Call,OPR,18.68,18.75,18.64,18.72,6,58,6X58,0,0.0,0.0,0.0,19.82,0,,1595610504392,1595967299956,0.03,25.53,0.535,0.009,-0.072,0.716,0.449,551,16.47,18.715,29.0,,319.0,1605906000000,115,R,1605920400000,100.0, ,,,0.17,-1.11,-5.58,True,False,False
SPY_112020C320,CALL,SPY Nov 20 2020 320 Call,OPR,18.04,18.12,18.09,18.08,6,59,6X59,0,18.91,18.04,0.0,19.16,14,,1595966406577,1595967299849,-1.07,25.309,0.526,0.009,-0.071,0.717,0.444,31337,16.92,18.08,29.0,,320.0,1605906000000,115,R,1605920400000,100.0, ,,,-5.6,-1.08,-5.65,True,False,False
SPY_112020C321,CALL,SPY Nov 20 2020 321 Call,OPR,17.42,17.49,18.35,17.45,6,59,6X59,0,18.35,17.7,0.0,18.52,49,,1595957439878,1595967299843,-0.17,25.089,0.517,0.009,-0.071,0.718,0.438,813,18.18,17.455,29.0,,321.0,1605906000000,115,R,1605920400000,100.0, ,,,-0.92,-1.07,-5.76,True,False,False
SPY_112020C322,CALL,SPY Nov 20 2020 322 Call,OPR,16.8,16.87,17.75,16.84,6,59,6X59,0,17.75,17.18,0.0,17.88,356,,1595950744528,1595967299932,-0.13,24.865,0.508,0.009,-0.07,0.719,0.432,973,17.75,16.835,29.0,,322.0,1605906000000,115,R,1605920400000,100.0, ,,,-0.72,-1.04,-5.84,False,False,False
SPY_112020C323,CALL,SPY Nov 20 2020 323 Call,OPR,16.2,16.26,16.47,16.23,6,59,6X59,0,16.98,16.47,0.0,17.25,21,,1595964602340,1595967299838,-0.79,24.649,0.498,0.009,-0.07,0.719,0.427,867,16.47,16.23,29.0,,323.0,1605906000000,115,R,1605920400000,100.0, ,,,-4.55,-1.02,-5.94,False,False,False
SPY_112020C324,CALL,SPY Nov 20 2020 324 Call,OPR,15.59,15.66,16.61,15.63,6,60,6X60,0,16.62,16.57,0.0,16.64,16,,1595958498751,1595967299844,-0.03,24.421,0.489,0.009,-0.069,0.719,0.42,806,16.61,15.625,29.0,,324.0,1605906000000,115,R,1605920400000,100.0, ,,,-0.15,-1.01,-6.07,False,False,False
SPY_112020C325,CALL,SPY Nov 20 2020 325 Call,OPR,15.01,15.07,15.2,15.04,6,60,6X60,0,15.7,15.2,0.0,16.02,18,,1595965253860,1595967299543,-0.82,24.208,0.479,0.009,-0.068,0.718,0.414,4482,15.2,15.04,29.0,,325.0,1605906000000,115,R,1605920400000,100.0, ,,,-5.15,-0.98,-6.15,False,False,False
SPY_112020C326,CALL,SPY Nov 20 2020 326 Call,OPR,14.42,14.48,14.7,14.45,6,60,6X60,0,15.38,14.7,0.0,15.43,10,,1595964838866,1595967299956,-0.73,23.975,0.469,0.009,-0.068,0.717,0.407,2416,14.7,14.45,29.0,,326.0,1605906000000,115,R,1605920400000,100.0, ,,,-4.7,-0.98,-6.32,False,False,False
SPY_121820C317,CALL,SPY Dec 18 2020 317 Call,OPR,21.84,21.93,22.98,21.89,6,6,6X6,0,0.0,0.0,0.0,22.98,0,,1595877844301,1595967299854,0.0,25.937,0.55,0.008,-0.064,0.793,0.557,2226,18.81,21.885,29.0,,317.0,1608325200000,143,R,1608339600000,100.0, ,,,0.0,-1.1,-4.77,True,False,False
SPY_121820C318,CALL,SPY Dec 18 2020 318 Call,OPR,21.2,21.29,22.12,21.24,6,6,6X6,0,22.12,22.12,0.0,22.32,1,,1595948190840,1595967299854,-0.2,25.742,0.542,0.008,-0.064,0.795,0.551,1303,18.95,21.245,29.0,,318.0,1608325200000,143,R,1608339600000,100.0, ,,,-0.9,-1.08,-4.82,True,False,False
SPY_121820C319,CALL,SPY Dec 18 2020 319 Call,OPR,20.56,20.65,20.46,20.6,6,6,6X6,0,20.46,20.46,0.0,21.67,1,,1595966310065,1595967299855,-1.21,25.538,0.534,0.008,-0.063,0.797,0.546,1855,18.29,20.605,29.0,,319.0,1608325200000,143,R,1608339600000,100.0, ,,,-5.56,-1.06,-4.89,True,False,False
SPY_121820C320,CALL,SPY Dec 18 2020 320 Call,OPR,19.94,20.02,19.73,19.98,6,6,6X6,0,21.07,19.73,0.0,21.02,98,,1595966318864,1595967299855,-1.29,25.343,0.526,0.008,-0.063,0.798,0.54,27602,18.56,19.98,29.0,,320.0,1608325200000,143,R,1608339600000,100.0, ,,,-6.12,-1.04,-4.93,True,False,False
SPY_121820C321,CALL,SPY Dec 18 2020 321 Call,OPR,19.31,19.4,19.39,19.35,6,6,6X6,0,19.92,19.3,0.0,20.38,15,,1595967089611,1595967299855,-0.99,25.14,0.518,0.008,-0.063,0.799,0.534,2762,19.22,19.355,29.0,,321.0,1608325200000,143,R,1608339600000,100.0, ,,,-4.83,-1.02,-5.01,True,False,False
SPY_121820C322,CALL,SPY Dec 18 2020 322 Call,OPR,18.7,18.78,18.64,18.74,6,88,6X88,0,19.51,18.64,0.0,19.75,59,,1595966573250,1595967299855,-1.11,24.939,0.51,0.008,-0.062,0.8,0.528,14088,18.64,18.74,29.0,,322.0,1608325200000,143,R,1608339600000,100.0, ,,,-5.6,-1.01,-5.09,False,False,False
SPY_121820C323,CALL,SPY Dec 18 2020 323 Call,OPR,18.09,18.17,18.01,18.13,6,88,6X88,0,19.06,17.98,0.0,19.11,99,,1595966243764,1595967299855,-1.11,24.735,0.501,0.008,-0.062,0.8,0.522,2595,18.01,18.13,29.0,,323.0,1608325200000,143,R,1608339600000,100.0, ,,,-5.78,-0.98,-5.15,False,False,False
SPY_121820C324,CALL,SPY Dec 18 2020 324 Call,OPR,17.49,17.56,17.42,17.52,6,88,6X88,0,18.23,17.38,0.0,18.5,109,,1595966354553,1595967299855,-1.08,24.527,0.493,0.008,-0.061,0.8,0.516,2909,17.42,17.525,29.0,,324.0,1608325200000,143,R,1608339600000,100.0, ,,,-5.84,-0.98,-5.27,False,False,False
SPY_121820C325,CALL,SPY Dec 18 2020 325 Call,OPR,16.89,16.97,16.83,16.93,6,86,6X86,0,17.87,16.79,0.0,17.89,111,,1595966364497,1595967299855,-1.06,24.321,0.484,0.008,-0.061,0.8,0.509,17111,16.83,16.93,29.0,,325.0,1608325200000,143,R,1608339600000,100.0, ,,,-5.93,-0.96,-5.37,False,False,False
SPY_121820C326,CALL,SPY Dec 18 2020 326 Call,OPR,16.31,16.39,16.25,16.35,6,87,6X87,0,17.02,16.22,0.0,17.29,118,,1595966365246,1595967299855,-1.04,24.124,0.475,0.008,-0.06,0.799,0.502,2922,16.25,16.35,29.0,,326.0,1608325200000,143,R,1608339600000,100.0, ,,,-6.02,-0.94,-5.44,False,False,False
SPY_123120C317,CALL,SPY Dec 31 2020 317 Call (Quarterly),OPR,22.19,22.68,25.38,22.44,54,750,54X750,0,0.0,0.0,0.0,23.55,0,,1595513594485,1595967299968,1.83,25.619,0.549,0.007,-0.06,0.828,0.601,302,21.21,22.435,29.0,,317.0,1609448400000,156,Q,1609462800000,100.0, ,,,7.76,-1.12,-4.74,True,False,False
SPY_123120C318,CALL,SPY Dec 31 2020 318 Call (Quarterly),OPR,21.54,22.04,22.48,21.79,46,750,46X750,0,0.0,0.0,0.0,22.89,0,,1595860195867,1595967299968,0.87,25.423,0.542,0.008,-0.06,0.83,0.596,261,19.31,21.79,29.0,,318.0,1609448400000,156,Q,1609462800000,100.0, ,,,3.79,-1.1,-4.8,True,False,False
SPY_123120C319,CALL,SPY Dec 31 2020 319 Call (Quarterly),OPR,20.91,21.4,21.81,21.16,28,750,28X750,0,0.0,0.0,0.0,22.24,0,,1595866199297,1595967299968,0.83,25.231,0.534,0.008,-0.06,0.831,0.59,258,19.64,21.155,29.0,,319.0,1609448400000,156,Q,1609462800000,100.0, ,,,3.73,-1.08,-4.86,True,False,False
SPY_123120C320,CALL,SPY Dec 31 2020 320 Call (Quarterly),OPR,20.27,20.76,21.42,20.52,52,750,52X750,0,21.42,20.98,0.0,21.6,58,,1595961657822,1595967299968,-0.18,25.024,0.526,0.008,-0.059,0.833,0.585,1106,20.25,20.515,29.0,,320.0,1609448400000,156,Q,1609462800000,100.0, ,,,-0.81,-1.08,-5.0,True,False,False
SPY_123120C321,CALL,SPY Dec 31 2020 321 Call (Quarterly),OPR,19.64,20.14,20.96,19.89,219,750,219X750,0,0.0,0.0,0.0,20.95,0,,1595877753199,1595967299968,1.22,24.826,0.518,0.008,-0.059,0.834,0.579,777,20.79,19.89,29.0,,321.0,1609448400000,156,Q,1609462800000,100.0, ,,,5.84,-1.06,-5.08,True,False,False
SPY_123120C322,CALL,SPY Dec 31 2020 322 Call (Quarterly),OPR,19.02,19.52,20.21,19.27,235,750,235X750,0,0.0,0.0,0.0,20.31,0,,1595876914047,1595967299968,-0.1,24.626,0.51,0.008,-0.059,0.835,0.572,896,20.21,19.27,29.0,,322.0,1609448400000,156,Q,1609462800000,100.0, ,,,-0.51,-1.04,-5.14,False,False,False
SPY_123120C323,CALL,SPY Dec 31 2020 323 Call (Quarterly),OPR,18.43,18.91,19.04,18.67,32,750,32X750,0,19.57,19.04,0.0,19.68,9,,1595964409171,1595967299968,-0.64,24.44,0.502,0.008,-0.058,0.835,0.566,1134,19.04,18.67,29.0,,323.0,1609448400000,156,Q,1609462800000,100.0, ,,,-3.28,-1.01,-5.16,False,False,False
SPY_123120C324,CALL,SPY Dec 31 2020 324 Call (Quarterly),OPR,17.82,18.3,19.07,18.06,49,750,49X750,0,0.0,0.0,0.0,19.07,0,,1595879402366,1595967299968,0.0,24.234,0.493,0.008,-0.058,0.835,0.559,853,19.07,18.06,29.0,,324.0,1609448400000,156,Q,1609462800000,100.0, ,,,0.0,-1.01,-5.3,False,False,False
SPY_123120C325,CALL,SPY Dec 31 2020 325 Call (Quarterly),OPR,17.23,17.71,18.29,17.47,42,750,42X750,0,18.29,17.69,0.0,18.46,3,,1595962720524,1595967299550,-0.17,24.042,0.485,0.008,-0.057,0.835,0.552,806,18.29,17.47,29.0,,325.0,1609448400000,156,Q,1609462800000,100.0, ,,,-0.92,-0.99,-5.36,False,False,False
SPY_123120C326,CALL,SPY Dec 31 2020 326 Call (Quarterly),OPR,16.65,17.12,19.61,16.88,31,750,31X750,0,0.0,0.0,0.0,17.85,0,,1595513733198,1595967299968,1.76,23.846,0.476,0.008,-0.057,0.834,0.545,54,19.61,16.885,29.0,,326.0,1609448400000,156,Q,1609462800000,100.0, ,,,9.84,-0.97,-5.42,False,False,False
SPY_011521C317,CALL,SPY Jan 15 2021 317 Call,OPR,22.91,23.44,23.44,23.18,53,750,53X750,0,0.0,0.0,0.0,24.26,0,,1595619450703,1595967299896,0.46,25.456,0.549,0.007,-0.057,0.866,0.652,813,19.27,23.175,29.0,,317.0,1610744400000,171,R,1610758800000,100.0, ,,,1.9,-1.08,-4.47,True,False,False
SPY_011521C318,CALL,SPY Jan 15 2021 318 Call,OPR,22.29,22.8,23.69,22.55,40,750,40X750,0,0.0,0.0,0.0,23.6,0,,1595529297797,1595967299896,0.09,25.283,0.541,0.007,-0.057,0.868,0.647,2016,20.52,22.545,29.0,,318.0,1610744400000,171,R,1610758800000,100.0, ,,,0.4,-1.05,-4.46,True,False,False
SPY_011521C319,CALL,SPY Jan 15 2021 319 Call,OPR,21.64,22.16,22.8,21.9,36,750,36X750,0,22.8,22.52,0.0,22.95,14,,1595961108694,1595967299896,-0.15,25.084,0.534,0.007,-0.056,0.87,0.641,2182,20.63,21.9,29.0,,319.0,1610744400000,171,R,1610758800000,100.0, ,,,-0.67,-1.05,-4.59,True,False,False
SPY_011521C320,CALL,SPY Jan 15 2021 320 Call,OPR,21.01,21.53,21.6,21.27,46,750,46X750,0,22.21,21.6,0.0,22.32,11,,1595964479603,1595967299900,-0.72,24.895,0.526,0.007,-0.056,0.871,0.635,9140,20.43,21.27,29.0,,320.0,1610744400000,171,R,1610758800000,100.0, ,,,-3.21,-1.05,-4.69,True,False,False
SPY_011521C321,CALL,SPY Jan 15 2021 321 Call,OPR,20.38,20.9,21.0,20.64,244,750,244X750,0,21.0,21.0,0.0,21.68,1,,1595943000112,1595967299900,-0.68,24.698,0.518,0.007,-0.056,0.872,0.629,903,20.83,20.64,29.0,,321.0,1610744400000,171,R,1610758800000,100.0, ,,,-3.14,-1.04,-4.8,True,False,False
SPY_011521C322,CALL,SPY Jan 15 2021 322 Call,OPR,19.76,20.28,20.95,20.02,231,750,231X750,0,21.0,20.47,0.0,21.05,30,,1595962602771,1595967299896,-0.1,24.504,0.51,0.007,-0.055,0.873,0.622,2126,20.95,20.02,29.0,,322.0,1610744400000,171,R,1610758800000,100.0, ,,,-0.46,-1.03,-4.88,False,False,False
SPY_011521C323,CALL,SPY Jan 15 2021 323 Call,OPR,19.2,19.67,19.38,19.44,6,750,6X750,0,20.38,19.38,0.0,20.42,104,,1595966367190,1595967299900,-1.04,24.342,0.503,0.008,-0.055,0.873,0.615,2041,19.38,19.435,29.0,,323.0,1610744400000,171,R,1610758800000,100.0, ,,,-5.09,-0.99,-4.82,False,False,False
SPY_011521C324,CALL,SPY Jan 15 2021 324 Call,OPR,18.57,19.07,18.88,18.82,31,750,31X750,0,19.88,18.88,0.0,19.8,99,,1595965382172,1595967299896,-0.92,24.137,0.495,0.008,-0.055,0.873,0.608,1255,18.88,18.82,29.0,,324.0,1610744400000,171,R,1610758800000,100.0, ,,,-4.63,-0.98,-4.93,False,False,False
SPY_011521C325,CALL,SPY Jan 15 2021 325 Call,OPR,18.03,18.47,18.21,18.25,10,750,10X750,0,19.18,18.21,0.0,19.19,177,,1595966371804,1595967299900,-0.98,23.976,0.486,0.008,-0.054,0.873,0.601,5934,18.21,18.25,29.0,,325.0,1610744400000,171,R,1610758800000,100.0, ,,,-5.09,-0.94,-4.88,False,False,False
SPY_011521C326,CALL,SPY Jan 15 2021 326 Call,OPR,17.38,17.88,17.52,17.63,245,750,245X750,0,18.51,17.52,0.0,18.58,34,,1595966098054,1595967299900,-1.06,23.748,0.478,0.008,-0.054,0.872,0.594,2842,17.52,17.63,29.0,,326.0,1610744400000,171,R,1610758800000,100.0, ,,,-5.69,-0.95,-5.1,False,False,False
SPY_031921C317,CALL,SPY Mar 19 2021 317 Call,OPR,25.74,26.31,26.12,26.03,52,200,52X200,0,0.0,0.0,0.0,27.06,0,,1595599753556,1595967299904,-0.94,25.042,0.546,0.006,-0.047,1.01,0.858,395,21.95,26.025,29.0,,317.0,1616184000000,234,R,1616198400000,100.0, ,,,-3.49,-1.04,-3.84,True,False,False
SPY_031921C318,CALL,SPY Mar 19 2021 318 Call,OPR,25.11,25.67,26.35,25.39,44,200,44X200,0,26.35,26.28,0.0,26.41,280,,1595958387272,1595967299871,-0.06,24.877,0.54,0.006,-0.047,1.012,0.852,1960,23.18,25.39,29.0,,318.0,1616184000000,234,R,1616198400000,100.0, ,,,-0.23,-1.02,-3.87,True,False,False
SPY_031921C319,CALL,SPY Mar 19 2021 319 Call,OPR,24.46,25.03,24.65,24.75,42,200,42X200,0,0.0,0.0,0.0,25.76,0,,1595598141890,1595967299871,-1.11,24.697,0.533,0.006,-0.046,1.014,0.845,227,22.48,24.745,29.0,,319.0,1616184000000,234,R,1616198400000,100.0, ,,,-4.3,-1.01,-3.94,True,False,False
SPY_031921C320,CALL,SPY Mar 19 2021 320 Call,OPR,23.84,24.4,24.8,24.12,16,200,16X200,0,0.0,0.0,0.0,25.12,0,,1595869221719,1595967299871,-0.32,24.531,0.526,0.006,-0.046,1.015,0.839,2184,23.63,24.12,29.0,,320.0,1616184000000,234,R,1616198400000,100.0, ,,,-1.26,-1.0,-3.97,True,False,False
SPY_031921C321,CALL,SPY Mar 19 2021 321 Call,OPR,23.2,23.77,23.5,23.49,16,200,16X200,0,24.18,23.5,0.0,24.48,3,,1595966495861,1595967299871,-0.98,24.349,0.519,0.006,-0.046,1.016,0.832,632,23.33,23.485,29.0,,321.0,1616184000000,234,R,1616198400000,100.0, ,,,-3.98,-0.99,-4.04,True,False,False
SPY_031921C322,CALL,SPY Mar 19 2021 322 Call,OPR,22.58,23.15,23.6,22.87,12,200,12X200,0,23.6,23.6,0.0,23.84,2,,1595948276581,1595967299871,-0.24,24.176,0.513,0.007,-0.046,1.017,0.825,636,23.6,22.865,29.0,,322.0,1616184000000,234,R,1616198400000,100.0, ,,,-1.01,-0.98,-4.09,False,False,False
SPY_031921C323,CALL,SPY Mar 19 2021 323 Call,OPR,21.98,22.54,23.35,22.26,32,750,32X750,0,23.35,22.86,0.0,23.21,2,,1595959028366,1595967299551,0.14,24.011,0.506,0.007,-0.045,1.018,0.818,1038,23.35,22.26,29.0,,323.0,1616184000000,234,R,1616198400000,100.0, ,,,0.6,-0.95,-4.09,False,False,False
SPY_031921C324,CALL,SPY Mar 19 2021 324 Call,OPR,21.37,21.93,21.47,21.65,28,750,28X750,0,0.0,0.0,0.0,22.59,0,,1595619363104,1595967299552,0.09,23.835,0.499,0.007,-0.045,1.018,0.81,713,21.47,21.65,29.0,,324.0,1616184000000,234,R,1616198400000,100.0, ,,,0.39,-0.94,-4.16,False,False,False
